CAGL0B02882g CAGL0B02904g
NCAS0E00120 NCAS0E00130
NCAS0E02940 NCAS0E02950
NCAS0E02950 NCAS0E02960
NCAS0E03160 NCAS0E03170
NCAS0E03170 NCAS0E03180
NCAS0E03540 NCAS0E03550
NCAS0E04220 NCAS0E04230
NCAS0F00130 NCAS0F00140
NCAS0F01680 NCAS0F01690
NCAS0F01690 NCAS0F01700
NCAS0F02610 NCAS0F02620
NCAS0G02330 NCAS0G02340
NCAS0G03820 NCAS0G03830
NCAS0G04250 NCAS0G04260
NCAS0G04260 NCAS0G04270
NCAS0H00100 NCAS0H00110
NCAS0H00110 NCAS0H00120
NCAS0H00120 NCAS0H00130
NCAS0H00130 NCAS0H00140
NCAS0H02190 NCAS0H02200
NCAS0H03380 NCAS0H03390
NCAS0H03390 NCAS0H03400
NCAS0I03170 NCAS0I03180
NCAS0I03180 NCAS0I03190
NCAS0J00110 NCAS0J00120
NCAS0J00160 NCAS0J00170
NCAS0J00170 NCAS0J00180
NCAS0J00560 NCAS0J00570
NCAS0J01740 NCAS0J01750
NDAI0A00620 NDAI0A00630
NDAI0B00500 NDAI0B00510
NDAI0B01140 NDAI0B01150
NDAI0B01150 NDAI0B01160
NDAI0B04850 NDAI0B04860
NDAI0C01310 NDAI0C01320
NDAI0D01160 NDAI0D01170
NDAI0D05010 NDAI0D05020
NDAI0E00100 NDAI0E00110
NDAI0E01890 NDAI0E01900
NDAI0E02090 NDAI0E02100
NDAI0E04540 NDAI0E04550
NDAI0F00630 NDAI0F00640
NDAI0G00600 NDAI0G00610
NDAI0G02950 NDAI0G02960
NDAI0G03370 NDAI0G03380
NDAI0G03380 NDAI0G03390
NDAI0G04700 NDAI0G04710
NDAI0H00110 NDAI0H00120
NDAI0H00120 NDAI0H00130
NDAI0H00690 NDAI0H00700
NDAI0H02940 NDAI0H02950
NDAI0I00100 NDAI0I00110
NDAI0J00390 NDAI0J00400
NDAI0K00100 NDAI0K00110
NDAI0K00353 NDAI0K00356
NDAI0K02720 NDAI0K02730
NDAI0K02980 NDAI0K02990
NDAI0K03010 NDAI0K03020
YAL063C-A YAL063C
YAL037C-B YAL037C-A
YAL016C-B YAL016C-A
YAR020C YAR023C
YAR069C YAR070C
YBL112C YBL111C
YBL071C YBL070C
Scer_YGOB_YBR013C-YBR012C YBR012C
YBR012C YBR013C
YBR092C YBR093C
YBR196C-A YBR196C-B
YBR296C YBR296C-A
YBR298C YBR298C-A
YCR006C YCR007C
YCR018C YCR018C-A
YCR021C YCR022C
YCR098C YCR099C
YCR099C YCR100C
YCR100C YCR101C
YCR101C YCR102C
YDL246C YDL245C
YDL159C-B YDL158C
YDL039C YDL037C
YDL024C YDL022C-A
YDL022C-A YDL023C
YDR038C YDR039C
YDR133C YDR134C
YDR354C-A YDR355C
YDR533C YDR534C
YDR534C YDR535C
YDR540C YDR541C
YDR543C YDR544C
YEL076C-A YEL076C
YEL069C YEL068C
YEL068C YEL067C
YEL035C YEL034C-A
YER190C-A YER190C-B
YFL066C YFL065C
YFL065C YFL064C
YFL057C YFL056C
YFL051C YFL050C
YFL020C YFL019C
YFR054C YFR056C
YGL188C-A YGL188C
YGL042C YGL041C-B
YGR050C YGR051C
YGR114C YGR115C
YGR296C-A YGR296C-B
YHL049C YHL048C-A
YHR053C YHR054C
YHR214C-D YHR214C-E
YIL166C YIL165C
YIL165C YIL164C
YIL164C YIL163C
YIL021C-A YIL020C-A
YIR018C-A YIR019C
YIR019C YIR020C
YIR038C YIR039C
YIR039C YIR040C
YIR042C YIR043C
YIR043C YIR044C
YJL216C YJL215C
YJL212C YJL211C
YJR150C YJR151C
YJR160C YJR161C
YJR161C YJR162C
YKL097C YKL096C-B
YLL064C YLL063C
YLL063C YLL062C
YLL060C YLL059C
YLL057C YLL056C
YLL054C YLL053C
YLL053C YLL052C
YLR036C YLR037C
YLR122C YLR123C
YLR154C-G YLR154C-H
YLR154C-H YLR155C
YLR156C-A YLR157C
YLR157C-C YLR158C
YLR159C-A YLR160C
YLR235C YLR236C
YLR415C YLR416C
YLR466C-A YLR466C-B
YMR316C-A YMR316C-B
YMR321C YMR322C
YNL019C YNL018C
YNL018C YNL017C
YNR061C YNR062C
YNR064C YNR065C
YNR065C YNR066C
YNR066C YNR067C
YNR067C YNR068C
YNR068C YNR069C
YNR073C YNR074C
YOL166C YOL165C
YOL159C-A YOL159C
YOL159C YOL158C
YOL158C YOL157C
YOR192C YOR192C-C
YOR387C YOR388C
YPL282C YPL281C
YPL278C YPL277C
YPR194C YPR195C
TBLA0A00230 TBLA0A00240
TBLA0A00240 TBLA0A00250
TBLA0A02825 TBLA0A02835
TBLA0A03430 TBLA0A03440
TBLA0A03440 TBLA0A03450
TBLA0A03450 TBLA0A03460
TBLA0A03460 TBLA0A03470
TBLA0A04900 TBLA0A04910
TBLA0A05130 TBLA0A05140
TBLA0A05520 TBLA0A05530
TBLA0A06870 TBLA0A06890
TBLA0A10740 TBLA0A10760
TBLA0A10760 TBLA0A10770
TBLA0A10770 TBLA0A10780
TBLA0B00710 TBLA0B00720
TBLA0B01690 TBLA0B01700
TBLA0B01700 TBLA0B01710
TBLA0B01710 TBLA0B01720
TBLA0B01720 TBLA0B01730
TBLA0B01730 TBLA0B01740
TBLA0B01740 TBLA0B01750
TBLA0B04730 TBLA0B04740
TBLA0B04740 TBLA0B04750
TBLA0B04750 TBLA0B04760
TBLA0B04760 TBLA0B04770
TBLA0B04770 TBLA0B04780
TBLA0B04780 TBLA0B04800
TBLA0B04800 TBLA0B04810
TBLA0B05270 TBLA0B05280
TBLA0B06710 TBLA0B06720
TBLA0B06880 TBLA0B06890
TBLA0B08190 TBLA0B08195
TBLA0C00200 TBLA0C00250
TBLA0C00270 TBLA0C00280
TBLA0C03410 TBLA0C03420
TBLA0C03420 TBLA0C03430
TBLA0C03820 TBLA0C03840
TBLA0C07250 TBLA0C07260
TBLA0C07260 TBLA0C07270
TBLA0C07270 TBLA0C07280
TBLA0D00120 TBLA0D00130
TBLA0D02820 TBLA0D02830
TBLA0D02830 TBLA0D02840
TBLA0D03280 TBLA0D03290
TBLA0D05800 TBLA0D05810
TBLA0E00770 TBLA0E00780
TBLA0E02540 TBLA0E02542
TBLA0E03210 TBLA0E03220
TBLA0E03445 TBLA0E03450
TBLA0E05020 TBLA0E05030
TBLA0G01090 TBLA0G01100
TBLA0G03660 TBLA0G03670
TBLA0G03670 TBLA0G03680
TBLA0H00100 TBLA0H00130
TBLA0H02050 TBLA0H02060
TBLA0H02460 TBLA0H02470
TBLA0H02580 TBLA0H02590
TBLA0H03080 TBLA0H03090
TBLA0I00785 TBLA0I00790
TBLA0J00530 TBLA0J00540
TBLA0J00540 TBLA0J00550
TBLA0J01020 TBLA0J01030
TBLA0J01790 TBLA0J01800
TDEL0A00100 TDEL0A00110
TDEL0A00110 TDEL0A00120
TDEL0A00120 TDEL0A00130
TDEL0A01180 TDEL0A01190
TDEL0A07980 TDEL0A07990
TDEL0A08010 TDEL0A08020
TDEL0A08040 TDEL0A08050
TDEL0B06680 TDEL0B06690
TDEL0B06690 TDEL0B06700
TDEL0B06700 TDEL0B06710
TDEL0C00120 TDEL0C00130
TDEL0C00130 TDEL0C00140
TDEL0C07020 TDEL0C07030
TDEL0D00110 TDEL0D00120
TDEL0D00150 TDEL0D00160
TDEL0D00160 TDEL0D00170
TDEL0D00170 TDEL0D00180
TDEL0D00260 TDEL0D00270
TDEL0D06600 TDEL0D06610
TDEL0D06630 TDEL0D06640
TDEL0D06660 TDEL0D06670
TDEL0E00170 TDEL0E00180
TDEL0E05690 TDEL0E05700
TDEL0E05700 TDEL0E05710
TDEL0E05710 TDEL0E05720
TDEL0F00170 TDEL0F00180
TDEL0F00180 TDEL0F00190
TDEL0F00190 TDEL0F00200
TDEL0F05630 TDEL0F05640
TDEL0G00140 TDEL0G00150
TDEL0G00510 TDEL0G00520
TDEL0G04730 TDEL0G04740
TDEL0G04820 TDEL0G04830
TDEL0G04830 TDEL0G04840
TDEL0G04940 TDEL0G04950
TDEL0G04970 TDEL0G04980
TDEL0G04980 TDEL0G04990
TDEL0H00120 TDEL0H00130
TDEL0H00130 TDEL0H00140
TDEL0H00210 TDEL0H00220
TDEL0H04490 TDEL0H04500
TDEL0H04500 TDEL0H04510
TDEL0H04510 TDEL0H04520
TDEL0H04520 TDEL0H04530
TDEL0H04530 TDEL0H04540
TPHA0A00090 TPHA0A00100
TPHA0A00100 TPHA0A00110
TPHA0B00150 TPHA0B00160
TPHA0B00160 TPHA0B00170
TPHA0B00170 TPHA0B00180
TPHA0B00180 TPHA0B00190
TPHA0B00190 TPHA0B00200
TPHA0B01240 TPHA0B01245
TPHA0B03635 TPHA0B03640
TPHA0B03640 TPHA0B03645
TPHA0B04920 TPHA0B04930
TPHA0C05000 TPHA0C05010
TPHA0D04720 TPHA0D04730
TPHA0F00100 TPHA0F00110
TPHA0F03680 TPHA0F03690
TPHA0F03690 TPHA0F03700
TPHA0G00110 TPHA0G00115
TPHA0G00115 TPHA0G00130
TPHA0G03750 TPHA0G03760
TPHA0G03760 TPHA0G03770
TPHA0G03770 TPHA0G03780
TPHA0I02180 TPHA0I02190
TPHA0J00100 TPHA0J00120
TPHA0J00120 TPHA0J00130
TPHA0K02370 TPHA0K02375
TPHA0L00110 TPHA0L00130
TPHA0L00130 TPHA0L00160
TPHA0M00095 TPHA0M00110
TPHA0M00130 TPHA0M00140
TPHA0N00110 TPHA0N00130
TPHA0N01950 TPHA0N01960
TPHA0O02000 TPHA0O02010
TPHA0P00100 TPHA0P00110
TPHA0Q00110 TPHA0Q00120
ZYRO0A00374g ZYRO0A00396g
ZYRO0A04488g ZYRO0A04510g
ZYRO0A11198g ZYRO0A11242g
ZYRO0A11242g ZYRO0A11286g
ZYRO0A11286g ZYRO0A11308g
ZYRO0A11308g ZYRO0A11352g
ZYRO0A13486g ZYRO0A13530g
ZYRO0A13530g ZYRO0A13552g
ZYRO0A13816g ZYRO0A13838g
ZYRO0A13948g ZYRO0A13970g
ZYRO0C00286g ZYRO0C00308g
ZYRO0C00308g ZYRO0C00330g
ZYRO0C05874g ZYRO0C05896g
ZYRO0C18436g ZYRO0C18458g
ZYRO0D00176g ZYRO0D00220g
ZYRO0D00264g ZYRO0D00286g
ZYRO0D13288g ZYRO0D13310g
ZYRO0D13310g ZYRO0D13332g
ZYRO0D17710g ZYRO0D17732g
ZYRO0D17798g ZYRO0D17820g
ZYRO0E02266g ZYRO0E02288g
ZYRO0E04708g ZYRO0E04752g
ZYRO0E04752g ZYRO0E04774g
ZYRO0E10230g ZYRO0E10252g
ZYRO0E10252g ZYRO0E10296g
ZYRO0E10296g ZYRO0E10318g
ZYRO0F02090g ZYRO0F02112g
ZYRO0F02112g ZYRO0F02134g
ZYRO0F02134g ZYRO0F02156g
ZYRO0F05368g ZYRO0F05412g
ZYRO0F10252g ZYRO0F10274g
ZYRO0F10274g ZYRO0F10296g
ZYRO0G00176g ZYRO0G00198g
ZYRO0G00198g ZYRO0G00242g
ZYRO0G06028g ZYRO0G06072g
ZYRO0G06072g ZYRO0G06116g
ZYRO0G07392g ZYRO0G07414g
ZYRO0G15466g ZYRO0G15488g
ZYRO0G15488g ZYRO0G15510g
ZYRO0G19712g ZYRO0G19734g
ZYRO0G21868g ZYRO0G21890g
ZYRO0G22374g ZYRO0G22396g
ZYRO0G22396g ZYRO0G22418g
ZYRO0G22550g ZYRO0G22572g
