CAGL0A01870g CAGL0A01892g
NDAI0I01670 NDAI0I01680
NDAI0I02490 NDAI0I02500
NDAI0J03050 NDAI0J03060
NDAI0K00110 NDAI0K00130
NDAI0K01440 NDAI0K01450
NDAI0K02490 NDAI0K02500
NDAI0K02960 NDAI0K02970
NDAI0K02990 NDAI0K03000
YAL068C YAL067W-A
YAL067C YAL066W
YAL065C YAL064W-B
YAL064C-A YAL064W
YAL005C YAL004W
YAR023C YAR027W
YAR030C YAR031W
YAR047C YAR050W
YAR060C YAR061W
YAR070C YAR071W
YBL113C YBL113W-A
YBL111C YBL109W
YBL108C-A YBL108W
YBR063C YBR064W
YBR292C YBR293W
YBR296C-A YBR297W
YBR298C-A YBR299W
YBR300C YBR301W
YCL073C YCL069W
YCL041C YCL042W
YCL022C YCL021W-A
YCR102C YCR102W-A
YDL245C YDL244W
YDL243C YDL242W
YDL033C YDL032W
YDR524C-A YDR525W
YDR537C YDR538W
YDR541C YDR542W
YDR544C YDR545W
YEL077C YEL077W-A
YEL076C YEL075W-A
YEL075C YEL074W
YEL073C YEL072W
YEL067C YEL066W
YER076C YER076W-A
YER088C-A YER088W-B
YER186C YER187W
YER188C-A YER189W
YFL064C YFL063W
YFL060C YFL059W
YFR056C YFR055W
YGL261C YGL260W
YGL257C YGL256W
YGL007C-A YGL007W
YGR287C YGR288W
YGR289C YGR290W
YGR291C YGR292W
YGR293C YGR294W
YGR295C YGR296W
YHL050C YHL050W-A
YHL048C-A YHL048W
YHL047C YHL046W-A
YHL046C YHL045W
YHR054C YHR054W-A
YHR210C YHR211W
YHR212C YHR212W-A
YHR214C-E YHR215W
YHR217C YHR218W
YIL177C YIL177W-A
YIL176C YIL175W
YIL172C YIL171W-A
YIL169C Scer_YGOB_SDL1
YIL100C-A YIL100W
YIL059C YIL058W
YIL029C YIL028W
YIR020C YIR020W-A
YIR040C YIR041W
YJL225C YJL225W-A
YJL223C YJL222W-B
YJL221C YJL220W
YJL215C YJL214W
YJL119C YJL118W
YJL077C YJL077W-A
YJL052C-A YJL052W
YJL038C YJL037W
YJR151C YJR151W-A
YJR156C YJR157W
YKL224C YKL223W
YKL222C YKL221W
YKL220C YKL219W
YKL218C YKL217W
YKR105C YKR106W
YLL067C YLL067W-A
YLL066C YLL066W-A
YLL062C YLL061W
YLL059C YLL058W
YLR012C YLR013W
YLR123C YLR124W
YLR154C YLR154W-A
YLR155C YLR156W
YLR157C YLR157W-D
YLR158C YLR159W
YLR160C YLR161W
YLR364C-A YLR366W
YLR460C YLR461W
YLR463C YLR464W
YLR465C YLR466W
YLR466C-B YLR467W
YML133C YML133W-B
YMR013C-A YMR013W-A
YMR158C-A YMR158W-B
YMR316C-B YMR317W
YMR322C YMR323W
YMR324C YMR325W
YNL339C YNL339W-B
YNL334C YNL333W
YNL171C YNL170W
YNL043C YNL042W-B
YNR062C YNR063W
YNR069C YNR070W
YNR071C YNR072W
YNR074C YNR075W
YNR075C-A YNR076W
YOL165C YOL164W-A
YOL161C YOL160W
YOL157C YOL156W
YOL155C YOL154W
YOL153C YOL152W
YOR008C-A YOR008W-B
YOR071C YOR072W
YOR169C YOR170W
YOR379C YOR380W
YOR383C YOR384W
YOR388C YOR389W
YOR391C YOR392W
YOR394C-A YOR396W
YPL283C YPL283W-B
YPL281C YPL280W
YPL277C YPL276W
YPL258C YPL257W
YPR170C YPR169W-A
YPR195C YPR196W
YPR197C YPR198W
TBLA0A00630 TBLA0A00640
TBLA0A00645 TBLA0A00650
TBLA0A01240 TBLA0A01250
TBLA0A01270 TBLA0A01280
TBLA0A03470 TBLA0A03480
TBLA0A05140 TBLA0A05150
TBLA0B03000 TBLA0B03010
TBLA0B03020 TBLA0B03030
TBLA0B04810 TBLA0B04820
TBLA0B07220 TBLA0B07225
TBLA0B08195 TBLA0B08200
TBLA0B08340 TBLA0B08350
TBLA0C00110 TBLA0C00120
TBLA0C01340 TBLA0C01350
TBLA0C03840 TBLA0C03850
TBLA0C07280 TBLA0C07290
TBLA0D00130 TBLA0D00140
TBLA0D00160 TBLA0D00170
TBLA0D00675 TBLA0D00680
TBLA0D00740 TBLA0D00750
TBLA0E01140 TBLA0E01150
TBLA0E05030 TBLA0E05040
TBLA0F00110 TBLA0F00120
TBLA0F03510 TBLA0F03520
TBLA0G01970 TBLA0G01980
TBLA0G03680 TBLA0G03700
TBLA0H00500 TBLA0H00510
TBLA0H03090 TBLA0H03100
TBLA0H03910 TBLA0H03920
TBLA0I03550 TBLA0I03560
TBLA0J01845 TBLA0J01850
TBLA0J01860 TBLA0J01865
TDEL0A00130 TDEL0A00140
TDEL0A04510 TDEL0A04520
TDEL0A07990 TDEL0A08000
TDEL0A08020 TDEL0A08030
TDEL0A08050 TDEL0A08060
TDEL0B00100 TDEL0B00110
TDEL0B00120 TDEL0B00130
TDEL0B00150 TDEL0B00160
TDEL0B07660 TDEL0B07670
TDEL0C00100 TDEL0C00110
TDEL0C00140 TDEL0C00150
TDEL0C07030 TDEL0C07040
TDEL0D00120 TDEL0D00130
TDEL0D00180 TDEL0D00190
TDEL0D00240 TDEL0D00250
TDEL0D06520 TDEL0D06530
TDEL0D06610 TDEL0D06620
TDEL0D06640 TDEL0D06650
TDEL0D06670 TDEL0D06680
TDEL0E00180 TDEL0E00190
TDEL0E00200 TDEL0E00210
TDEL0E00220 TDEL0E00230
TDEL0E00240 TDEL0E00250
TDEL0E00260 TDEL0E00270
TDEL0E00290 TDEL0E00300
TDEL0E00310 TDEL0E00320
TDEL0E00330 TDEL0E00340
TDEL0E05720 TDEL0E05730
TDEL0E05740 TDEL0E05750
TDEL0F00130 TDEL0F00140
TDEL0F05640 TDEL0F05650
TDEL0G00100 TDEL0G00110
TDEL0G00150 TDEL0G00160
TDEL0G00190 TDEL0G00200
TDEL0G00210 TDEL0G00220
TDEL0G04740 TDEL0G04750
TDEL0G04760 TDEL0G04770
TDEL0G04840 TDEL0G04850
TDEL0G04870 TDEL0G04880
TDEL0G04920 TDEL0G04930
TDEL0G04950 TDEL0G04960
TDEL0G04990 TDEL0G05000
TDEL0H00140 TDEL0H00150
TDEL0H00160 TDEL0H00170
TPHA0A00110 TPHA0A00120
TPHA0A00130 TPHA0A00140
TPHA0A06070 TPHA0A06080
TPHA0B00100 TPHA0B00120
TPHA0B00130 TPHA0B00140
TPHA0B04930 TPHA0B04940
TPHA0C05010 TPHA0C05020
TPHA0G00130 TPHA0G00150
TPHA0G03780 TPHA0G03790
TPHA0H00100 TPHA0H00110
TPHA0H03100 TPHA0H03110
TPHA0I00510 TPHA0I00520
TPHA0I02150 TPHA0I02160
TPHA0I02190 TPHA0I02200
TPHA0J00130 TPHA0J00140
TPHA0J00160 TPHA0J00170
TPHA0K00100 TPHA0K00110
TPHA0K02350 TPHA0K02360
TPHA0K02375 TPHA0K02378
TPHA0M00110 TPHA0M00120
TPHA0N00545 TPHA0N00550
TPHA0N01960 TPHA0N01970
TPHA0O01160 TPHA0O01170
ZYRO0A00132g ZYRO0A00154g
ZYRO0A00198g ZYRO0A00220g
ZYRO0A00242g ZYRO0A00264g
ZYRO0A00308g ZYRO0A00330g
ZYRO0A11352g ZYRO0A11374g
ZYRO0A13552g ZYRO0A13574g
ZYRO0A13596g ZYRO0A13618g
ZYRO0A13838g ZYRO0A13860g
ZYRO0A13904g ZYRO0A13926g
ZYRO0A13970g ZYRO0A13992g
ZYRO0B00110g ZYRO0B00132g
ZYRO0B00176g ZYRO0B00198g
ZYRO0B00330g ZYRO0B00396g
ZYRO0C00110g ZYRO0C00132g
ZYRO0C00198g ZYRO0C00220g
ZYRO0C00330g ZYRO0C00352g
ZYRO0C18392g ZYRO0C18414g
ZYRO0C18458g ZYRO0C18480g
ZYRO0C18590g ZYRO0C18612g
ZYRO0D00220g ZYRO0D00242g
ZYRO0D09086g ZYRO0D09108g
ZYRO0D17820g ZYRO0D17842g
ZYRO0E00198g ZYRO0E00220g
ZYRO0E00286g ZYRO0E00308g
ZYRO0E00396g ZYRO0E00418g
ZYRO0E10318g ZYRO0E10340g
ZYRO0E10406g ZYRO0E10428g
ZYRO0F02024g ZYRO0F02046g
ZYRO0F02156g ZYRO0F02178g
ZYRO0F04620g ZYRO0F04642g
ZYRO0F05412g ZYRO0F05434g
ZYRO0F18700g ZYRO0F18722g
ZYRO0G00132g ZYRO0G00154g
ZYRO0G00242g ZYRO0G00286g
ZYRO0G00330g ZYRO0G00352g
ZYRO0G15400g ZYRO0G15422g
