CAGL0A00649g CAGL0A00715g
TDEL0G04780 TDEL0G04790
TDEL0G04790 TDEL0G04800
TDEL0G04800 TDEL0G04810
TDEL0G04850 TDEL0G04860
TDEL0G04880 TDEL0G04890
TDEL0G04890 TDEL0G04900
TDEL0G04900 TDEL0G04910
TDEL0H00100 TDEL0H00110
TDEL0H00170 TDEL0H00180
TDEL0H00180 TDEL0H00190
TPHA0B04903 TPHA0B04905
TPHA0B04905 TPHA0B04910
TPHA0C05020 TPHA0C05025
TPHA0D04700 TPHA0D04710
TPHA0G00150 TPHA0G00155
TPHA0G00155 TPHA0G00160
TPHA0G00160 TPHA0G00200
TPHA0G00200 TPHA0G00210
TPHA0G02220 TPHA0G02230
TPHA0H03110 TPHA0H03120
TPHA0H03120 TPHA0H03130
TPHA0I00520 TPHA0I00530
TPHA0I03310 TPHA0I03315
TPHA0I03315 TPHA0I03320
TPHA0J00140 TPHA0J00145
TPHA0J00170 TPHA0J00180
TPHA0J00180 TPHA0J00190
TPHA0J03230 TPHA0J03240
TPHA0K02100 TPHA0K02130
TPHA0K02330 TPHA0K02340
TPHA0N01930 TPHA0N01940
TPHA0N01970 TPHA0N01980
TPHA0N01980 TPHA0N01985
TPHA0N01985 TPHA0N01990
TPHA0O00100 TPHA0O00110
TPHA0O01170 TPHA0O01180
TPHA0O01180 TPHA0O01190
TPHA0P01830 TPHA0P01840
TPHA0P01840 TPHA0P01850
ZYRO0A00264g ZYRO0A00286g
ZYRO0A13618g ZYRO0A13640g
ZYRO0A13640g ZYRO0A13662g
ZYRO0A13662g ZYRO0A13750g
ZYRO0A13750g ZYRO0A13772g
ZYRO0B00132g ZYRO0B00154g
ZYRO0B00198g ZYRO0B00220g
ZYRO0B00220g ZYRO0B00242g
ZYRO0B00242g ZYRO0B00264g
ZYRO0B00264g ZYRO0B00286g
ZYRO0B00286g ZYRO0B00308g
ZYRO0B16742g ZYRO0B16764g
ZYRO0B16852g ZYRO0B16896g
ZYRO0B16896g ZYRO0B16940g
ZYRO0B16940g ZYRO0B16962g
ZYRO0B16962g ZYRO0B17006g
ZYRO0C00220g ZYRO0C00242g
ZYRO0C05764g ZYRO0C05786g
ZYRO0C18524g ZYRO0C18546g
ZYRO0C18546g ZYRO0C18568g
ZYRO0D17842g ZYRO0D17864g
ZYRO0E00308g ZYRO0E00330g
ZYRO0E00418g ZYRO0E00440g
ZYRO0E09900g ZYRO0E09922g
ZYRO0E09922g ZYRO0E09966g
ZYRO0E09966g ZYRO0E09988g
ZYRO0E09988g ZYRO0E10032g
ZYRO0E10340g ZYRO0E10362g
ZYRO0E10428g ZYRO0E10450g
ZYRO0F00176g ZYRO0F00242g
ZYRO0F02178g ZYRO0F02200g
ZYRO0F02728g ZYRO0F02750g
ZYRO0F04246g ZYRO0F04268g
ZYRO0F04818g ZYRO0F04840g
ZYRO0F15752g ZYRO0F15774g
ZYRO0F18634g ZYRO0F18656g
ZYRO0G00286g ZYRO0G00308g
ZYRO0G15422g ZYRO0G15444g
ZYRO0G22110g ZYRO0G22132g
ZYRO0G22462g ZYRO0G22484g
ZYRO0G22484g ZYRO0G22506g
ZYRO0G22506g ZYRO0G22528g
