CAGL0A00165g CAGL0A00187g
CAGL0B01925g CAGL0B01947g
CAGL0B01947g CAGL0B01969g
CAGL0B01969g CAGL0B01991g
CAGL0B01991g CAGL0B02013g
CAGL0B02013g CAGL0B02035g
CAGL0B02035g CAGL0B02057g
CAGL0B02057g CAGL0B02079g
CAGL0B02079g CAGL0B02101g
CAGL0B02101g CAGL0B02123g
CAGL0B02123g CAGL0B02145g
CAGL0B02145g CAGL0B02167g
CAGL0B02167g CAGL0B02189g
CAGL0B02189g CAGL0B02211g
CAGL0B02211g CAGL0B02233g
CAGL0B02233g CAGL0B02255g
CAGL0B02255g CAGL0B02277g
CAGL0B02277g CAGL0B02299g
CAGL0B02299g CAGL0B02321g
CAGL0B02321g CAGL0B02343g
CAGL0B02343g CAGL0B02365g
CAGL0B02365g CAGL0B02387g
CAGL0B02387g CAGL0B02409g
CAGL0B02409g CAGL0B02431g
CAGL0B02431g CAGL0B02453g
CAGL0B02453g CAGL0B02475g
CAGL0B02475g CAGL0B02497g
CAGL0B02497g CAGL0B02519g
CAGL0B02519g CAGL0B02541g
CAGL0B02541g CAGL0B02563g
CAGL0B02563g CAGL0B02585g
CAGL0B02585g CAGL0B02607g
CAGL0B02607g CAGL0B02629g
CAGL0B02629g CAGL0B02651g
CAGL0B02651g CAGL0B02673g
CAGL0B02673g CAGL0B02695g
CAGL0B02695g CAGL0B02717g
CAGL0B02717g CAGL0B02739g
CAGL0B02739g CAGL0B02755g
CAGL0B02755g CAGL0B02761g
CAGL0B02761g CAGL0B02772g overlap
CAGL0B02772g CAGL0B02794g
CAGL0B02794g CAGL0B02816g
CAGL0B02816g CAGL0B02838g
CAGL0B02838g CAGL0B02860g
CAGL0B02860g CAGL0B02882g
CAGL0B02882g CAGL0B02904g
CAGL0B02904g CAGL0B02926g
CAGL0B02926g CAGL0B02948g
CAGL0B02948g CAGL0B02970g
CAGL0B02970g CAGL0B03047g
CAGL0B03047g CAGL0B03069g
CAGL0B03069g CAGL0B03091g
CAGL0B03091g CAGL0B03113g
CAGL0B03113g CAGL0B03179g
CAGL0B03179g CAGL0B03201g
CAGL0B03201g CAGL0B03223g
CAGL0B03223g CAGL0B03245g
CAGL0B03245g CAGL0B03267g
CAGL0B03267g CAGL0B03289g
CAGL0B03289g CAGL0B03311g
CAGL0B03311g CAGL0B03333g
CAGL0B03333g CAGL0B03355g
CAGL0B03355g CAGL0B03377g
CAGL0B03377g CAGL0B03399g
CAGL0B03399g CAGL0B03421g
CAGL0B03421g CAGL0B03443g
CAGL0B03443g CAGL0B03465g
CAGL0B03465g CAGL0B03487g
CAGL0B03487g CAGL0B03509g
CAGL0B03509g CAGL0B03531g
CAGL0B03531g CAGL0B03553g
CAGL0B03553g CAGL0B03575g
CAGL0B03575g CAGL0B03597g
CAGL0B03597g CAGL0B03611g
CAGL0B03611g CAGL0B03619g
CAGL0B03619g CAGL0B03641g
CAGL0B03641g CAGL0B03663g
CAGL0B03663g CAGL0B03685g
CAGL0B03685g CAGL0B03707g
CAGL0B03707g CAGL0B03773g
CAGL0B03773g CAGL0B03795g
CAGL0B03795g CAGL0B03817g
CAGL0B03817g CAGL0B03839g
CAGL0B03839g CAGL0B03855g
CAGL0B03855g CAGL0B03861g
CAGL0B03861g CAGL0B03883g
CAGL0B03883g CAGL0B03899g
CAGL0B03899g CAGL0B03905g
CAGL0B03905g CAGL0B03927g
CAGL0B03927g CAGL0B03949g
CAGL0B03949g CAGL0B03971g
CAGL0B03971g CAGL0B03993g
CAGL0B03993g CAGL0B04015g
CAGL0B04015g CAGL0B04037g
CAGL0B04037g CAGL0B04059g
CAGL0B04059g CAGL0B04103g
CAGL0B04103g CAGL0B04125g
CAGL0B04125g CAGL0B04147g
CAGL0B04147g CAGL0B04169g
CAGL0B04169g CAGL0B04191g
CAGL0B04191g CAGL0B04213g
CAGL0B04213g CAGL0B04235g
CAGL0B04235g CAGL0B04257g
CAGL0B04257g CAGL0B04279g
CAGL0B04279g CAGL0B04301g
CAGL0B04301g CAGL0B04323g
CAGL0B04323g CAGL0B04345g
CAGL0B04345g CAGL0B04367g
CAGL0B04367g CAGL0B04389g
CAGL0B04389g CAGL0B04411g
CAGL0B04411g CAGL0B04433g
CAGL0B04433g CAGL0B04455g
CAGL0B04455g CAGL0B04477g
CAGL0B04477g CAGL0B04499g
CAGL0B04499g CAGL0B04521g
CAGL0B04521g CAGL0B04543g
CAGL0B04543g CAGL0B04565g
CAGL0B04565g CAGL0B04587g
CAGL0B04587g CAGL0B04609g
CAGL0B04609g CAGL0B04631g
CAGL0B04631g CAGL0B04675g
CAGL0B04675g CAGL0B04697g
CAGL0B04697g CAGL0B04719g
CAGL0B04719g CAGL0B04741g
CAGL0B04741g CAGL0B04763g
CAGL0B04763g CAGL0B04785g
CAGL0B04785g CAGL0B04807g
CAGL0B04807g CAGL0B04829g
CAGL0B04829g CAGL0B04851g
CAGL0B04851g CAGL0B04873g
CAGL0B04873g CAGL0B04895g
CAGL0B04895g CAGL0B04917g
CAGL0B04917g CAGL0B04939g
CAGL0B04939g CAGL0B04961g
CAGL0B04961g CAGL0B04983g
CAGL0B04983g CAGL0B05049g
CAGL0C00110g CAGL0C00209g
CAGL0C00209g CAGL0C00231g
CAGL0C00231g CAGL0C00253g
CAGL0C00253g CAGL0C00275g
CAGL0C00275g CAGL0C00297g
CAGL0C00297g CAGL0C00319g
CAGL0C00319g CAGL0C00341g
CAGL0C00341g CAGL0C00363g
CAGL0C00363g CAGL0C00385g
CAGL0C00385g CAGL0C00407g
CAGL0C00407g CAGL0C00429g
CAGL0C00429g CAGL0C00451g
CAGL0C00451g CAGL0C00473g
CAGL0C00473g CAGL0C00495g
CAGL0C00495g CAGL0C00517g
CAGL0C00517g CAGL0C00539g
CAGL0C00539g CAGL0C00561g
CAGL0C00561g CAGL0C00583g
CAGL0C00583g CAGL0C00605g
CAGL0C00605g CAGL0C00627g
CAGL0C00627g CAGL0C00649g
CAGL0C00649g CAGL0C00671g
CAGL0C00671g CAGL0C00693g
CAGL0C00693g CAGL0C00715g
CAGL0C00715g CAGL0C00737g
CAGL0C00737g CAGL0C00759g
CAGL0C00759g CAGL0C00781g
CAGL0C00781g CAGL0C00847g
CAGL0C00847g CAGL0C00968g
CAGL0C00968g CAGL0C01133g
CAGL0C01133g CAGL0C01155g
CAGL0C01155g CAGL0C01177g
CAGL0C01177g CAGL0C01199g
CAGL0C01199g CAGL0C01221g
CAGL0C01221g CAGL0C01243g
CAGL0C01243g CAGL0C01265g
CAGL0C01265g CAGL0C01287g
CAGL0C01287g CAGL0C01309g
CAGL0C01309g CAGL0C01325g
CAGL0C01325g CAGL0C01331g
CAGL0C01331g CAGL0C01353g
CAGL0C01353g CAGL0C01375g
CAGL0C01375g CAGL0C01397g
CAGL0C01397g CAGL0C01419g
CAGL0C01419g CAGL0C01435g
CAGL0C01435g CAGL0C01441g
CAGL0C01441g CAGL0C01463g
CAGL0C01463g CAGL0C01485g
CAGL0C01485g CAGL0C01507g
CAGL0C01507g CAGL0C01529g
CAGL0C01529g CAGL0C01551g
CAGL0C01551g CAGL0C01573g
CAGL0C01573g CAGL0C01595g
CAGL0C01595g CAGL0C01617g
CAGL0C01617g CAGL0C01639g
CAGL0C01639g CAGL0C01661g
CAGL0C01661g CAGL0C01683g
CAGL0C01683g CAGL0C01705g
CAGL0C01705g CAGL0C01727g
CAGL0C01727g CAGL0C01749g
CAGL0C01749g CAGL0C01771g
CAGL0C01771g CAGL0C01793g
CAGL0C01793g CAGL0C01815g
CAGL0C01815g CAGL0C01837g
CAGL0C01837g CAGL0C01859g
CAGL0C01859g CAGL0C01881g
CAGL0C01881g CAGL0C01903g
CAGL0C01903g CAGL0C01919g
CAGL0C01919g CAGL0C01925g
CAGL0C01925g CAGL0C01947g
CAGL0C01947g CAGL0C01969g
CAGL0C01969g CAGL0C01991g
CAGL0C01991g CAGL0C02013g
CAGL0C02013g CAGL0C02035g
CAGL0C02035g CAGL0C02057g
CAGL0C02057g CAGL0C02079g
CAGL0C02079g CAGL0C02101g
CAGL0C02101g CAGL0C02123g
CAGL0C02123g CAGL0C02145g
CAGL0C02145g CAGL0C02167g
CAGL0C02167g CAGL0C02189g
CAGL0C02189g CAGL0C02211g
CAGL0C02211g CAGL0C02233g
CAGL0C02233g CAGL0C02255g
CAGL0C02255g CAGL0C02277g
CAGL0C02277g CAGL0C02299g
CAGL0C02299g CAGL0C02321g
CAGL0C02321g CAGL0C02343g
CAGL0C02343g CAGL0C02365g
CAGL0C02365g CAGL0C02387g
CAGL0C02387g CAGL0C02409g
CAGL0C02409g CAGL0C02431g
CAGL0C02431g CAGL0C02453g
CAGL0C02453g CAGL0C02475g
CAGL0C02475g CAGL0C02497g
CAGL0C02497g CAGL0C02519g
CAGL0C02519g CAGL0C02541g
CAGL0C02541g CAGL0C02563g
CAGL0C02563g CAGL0C02585g
CAGL0C02585g CAGL0C02607g
CAGL0C02607g CAGL0C02623g
CAGL0C02623g CAGL0C02629g
CAGL0C02629g CAGL0C02651g
CAGL0C02651g CAGL0C02673g
CAGL0C02673g CAGL0C02695g
CAGL0C02695g CAGL0C02717g
CAGL0C02717g CAGL0C02739g
CAGL0C02739g CAGL0C02761g
CAGL0C02761g CAGL0C02783g
CAGL0C02783g CAGL0C02805g
CAGL0C02805g CAGL0C02827g
CAGL0C02827g CAGL0C02849g
CAGL0C02849g CAGL0C02871g
CAGL0C02871g CAGL0C02893g
CAGL0C02893g CAGL0C02937g
CAGL0C02937g CAGL0C02959g
CAGL0C02959g CAGL0C02981g
CAGL0C02981g CAGL0C03003g
CAGL0C03003g CAGL0C03025g
CAGL0C03025g CAGL0C03047g
CAGL0C03047g CAGL0C03069g
CAGL0C03069g CAGL0C03113g
CAGL0C03113g CAGL0C03135g
CAGL0C03135g CAGL0C03179g
CAGL0C03179g CAGL0C03201g
CAGL0C03201g CAGL0C03223g
CAGL0C03223g CAGL0C03245g
CAGL0C03245g CAGL0C03267g
CAGL0C03267g CAGL0C03289g
CAGL0C03289g CAGL0C03311g
CAGL0C03311g CAGL0C03333g
CAGL0C03333g CAGL0C03355g
CAGL0C03355g CAGL0C03369g
CAGL0C03369g CAGL0C03399g
CAGL0C03399g CAGL0C03421g
CAGL0C03421g CAGL0C03443g
CAGL0C03443g CAGL0C03465g
CAGL0C03465g CAGL0C03487g
CAGL0C03487g CAGL0C03509g
CAGL0C03509g CAGL0C03531g
CAGL0C03531g CAGL0C03553g
CAGL0C03553g CAGL0C03575g
CAGL0C03575g CAGL0C03597g
CAGL0C03597g CAGL0C03608g
CAGL0C03608g CAGL0C03630g
CAGL0C03630g CAGL0C03652g
CAGL0C03652g CAGL0C03674g
CAGL0C03674g CAGL0C03696g
CAGL0C03696g CAGL0C03740g
CAGL0C03740g CAGL0C03762g
CAGL0C03762g CAGL0C03784g
CAGL0C03784g CAGL0C03828g
CAGL0C03828g CAGL0C03850g
CAGL0C03850g CAGL0C03872g
CAGL0C03872g CAGL0C03894g
CAGL0C03894g CAGL0C03916g
CAGL0C03916g CAGL0C03938g
CAGL0C03938g CAGL0C03960g
CAGL0C03960g CAGL0C03982g
CAGL0C03982g CAGL0C04004g
CAGL0C04004g CAGL0C04026g
CAGL0C04026g CAGL0C04048g
CAGL0C04048g CAGL0C04092g
CAGL0C04092g CAGL0C04114g
CAGL0C04114g CAGL0C04136g
CAGL0C04136g CAGL0C04169g
CAGL0C04169g CAGL0C04191g
CAGL0C04191g CAGL0C04213g
CAGL0C04213g CAGL0C04235g
CAGL0C04235g CAGL0C04257g
CAGL0C04257g CAGL0C04279g
CAGL0C04279g CAGL0C04301g
CAGL0C04301g CAGL0C04323g
CAGL0C04323g CAGL0C04367g
CAGL0C04367g CAGL0C04389g
CAGL0C04389g CAGL0C04411g
CAGL0C04411g CAGL0C04433g
CAGL0C04433g CAGL0C04455g
CAGL0C04455g CAGL0C04477g
CAGL0C04477g CAGL0C04499g
CAGL0C04499g CAGL0C04543g
CAGL0C04543g CAGL0C04565g
CAGL0C04565g CAGL0C04587g
CAGL0C04587g CAGL0C04609g
CAGL0C04609g CAGL0C04631g
CAGL0C04631g CAGL0C04697g
CAGL0C04697g CAGL0C04719g
CAGL0C04719g CAGL0C04741g
CAGL0C04741g CAGL0C04763g
CAGL0C04763g CAGL0C04785g
CAGL0C04785g CAGL0C04807g
CAGL0C04807g CAGL0C04829g
CAGL0C04829g CAGL0C04851g
CAGL0C04851g CAGL0C04873g
CAGL0C04873g CAGL0C04895g
CAGL0C04895g CAGL0C04917g
CAGL0C04917g CAGL0C04933g
CAGL0C04933g CAGL0C04939g
CAGL0C04939g CAGL0C04961g
CAGL0C04961g CAGL0C04983g
CAGL0C04983g CAGL0C05005g
CAGL0C05005g CAGL0C05027g
CAGL0C05027g CAGL0C05049g
CAGL0C05049g CAGL0C05071g
CAGL0C05071g CAGL0C05093g
CAGL0C05093g CAGL0C05115g
CAGL0C05115g CAGL0C05137g
CAGL0C05137g CAGL0C05159g
CAGL0C05159g CAGL0C05181g
CAGL0C05181g CAGL0C05203g
CAGL0C05203g CAGL0C05225g
CAGL0C05225g CAGL0C05247g
CAGL0C05247g CAGL0C05269g
CAGL0C05269g CAGL0C05291g
CAGL0C05291g CAGL0C05313g
CAGL0C05313g CAGL0C05335g
CAGL0C05335g CAGL0C05357g
CAGL0C05357g CAGL0C05379g
CAGL0C05379g CAGL0C05401g
CAGL0C05401g CAGL0C05423g
CAGL0C05423g CAGL0C05445g
CAGL0C05445g CAGL0C05461g
CAGL0C05461g CAGL0C05467g
CAGL0C05467g CAGL0C05489g
CAGL0C05489g CAGL0C05511g
CAGL0C05511g CAGL0C05533g
CAGL0C05533g CAGL0C05555g
CAGL0C05555g CAGL0C05577g
CAGL0C05577g CAGL0C05599g
CAGL0D00154g CAGL0D00176g
CAGL0D00176g CAGL0D00198g
CAGL0D00198g CAGL0D00220g
CAGL0D00220g CAGL0D00242g
CAGL0D00242g CAGL0D00264g
CAGL0D00264g CAGL0D00286g
CAGL0D00286g CAGL0D00330g
CAGL0D00330g CAGL0D00352g
CAGL0D00352g CAGL0D00374g
CAGL0D00374g CAGL0D00396g
CAGL0D00396g CAGL0D00418g
CAGL0D00418g CAGL0D00440g
CAGL0D00440g CAGL0D00462g
CAGL0D00462g CAGL0D00484g
CAGL0D00484g CAGL0D00506g
CAGL0D00506g CAGL0D00528g
CAGL0D00528g CAGL0D00550g
CAGL0D00550g CAGL0D00572g
CAGL0D00572g CAGL0D00594g
CAGL0D00594g CAGL0D00616g
CAGL0D00616g CAGL0D00638g
CAGL0D00638g CAGL0D00660g
CAGL0D00660g CAGL0D00682g
CAGL0D00682g CAGL0D00704g
CAGL0D00704g CAGL0D00726g
CAGL0D00726g CAGL0D00748g
CAGL0D00748g CAGL0D00770g
CAGL0D00770g CAGL0D00792g
CAGL0D00792g CAGL0D00814g
CAGL0D00814g CAGL0D00836g
CAGL0D00836g CAGL0D00858g
CAGL0D00858g CAGL0D00880g
CAGL0D00880g CAGL0D00902g
CAGL0D00902g CAGL0D00924g
CAGL0D00924g CAGL0D00946g
CAGL0D00946g CAGL0D00990g
CAGL0D00990g CAGL0D01012g
CAGL0D01012g CAGL0D01034g
CAGL0D01034g CAGL0D01056g
CAGL0D01056g CAGL0D01078g
CAGL0D01078g CAGL0D01100g
CAGL0D01100g CAGL0D01122g
CAGL0D01122g CAGL0D01144g
CAGL0D01144g CAGL0D01166g
CAGL0D01166g CAGL0D01188g
CAGL0D01188g CAGL0D01210g
CAGL0D01210g CAGL0D01232g
CAGL0D01232g CAGL0D01254g
CAGL0D01254g CAGL0D01265g
CAGL0D01265g CAGL0D01276g
CAGL0D01276g CAGL0D01298g
CAGL0D01298g CAGL0D01320g
CAGL0D01320g CAGL0D01342g
CAGL0D01342g CAGL0D01364g
CAGL0D01364g CAGL0D01386g
CAGL0D01386g CAGL0D01408g
CAGL0D01408g CAGL0D01430g
CAGL0D01430g CAGL0D01452g
CAGL0D01452g CAGL0D01474g
CAGL0D01474g CAGL0D01496g
CAGL0D01496g CAGL0D01518g
CAGL0D01518g CAGL0D01540g
CAGL0D01540g CAGL0D01562g
CAGL0D01562g CAGL0D01584g
CAGL0D01584g CAGL0D01606g
CAGL0D01606g CAGL0D01628g
CAGL0D01628g CAGL0D01650g
CAGL0D01650g CAGL0D01672g
CAGL0D01672g CAGL0D01694g
CAGL0D01694g CAGL0D01716g
CAGL0D01716g CAGL0D01738g
CAGL0D01738g CAGL0D01760g
CAGL0D01760g CAGL0D01782g
CAGL0D01782g CAGL0D01804g
CAGL0D01804g CAGL0D01826g
CAGL0D01826g Cgla_YGOB_YGL194C-A
Cgla_YGOB_YGL194C-A CAGL0D01892g
CAGL0D01892g CAGL0D01914g
CAGL0D01914g CAGL0D01936g
CAGL0D01936g CAGL0D01958g
CAGL0D01958g CAGL0D01980g
CAGL0D01980g CAGL0D02002g
CAGL0D02002g CAGL0D02018g
CAGL0D02018g CAGL0D02024g
CAGL0D02024g CAGL0D02046g
CAGL0D02046g CAGL0D02068g
CAGL0D02068g CAGL0D02090g
CAGL0D02090g CAGL0D02112g
CAGL0D02112g CAGL0D02134g
CAGL0D02134g CAGL0D02150g
CAGL0D02150g CAGL0D02156g
CAGL0D02156g CAGL0D02178g
CAGL0D02178g CAGL0D02200g
