CAGL0A00649g CAGL0A00715g
KNAG0G02850 KNAG0G02855
KNAG0G03450 KNAG0G03460
KNAG0G03660 KNAG0G03680
KNAG0H00100 KNAG0H00105
KNAG0H00105 KNAG0H00110
KNAG0H01455 KNAG0H01460
KNAG0H01615 KNAG0H01620
KNAG0H01740 KNAG0H01750
KNAG0H03840 KNAG0H03850
KNAG0H03850 KNAG0H03860
KNAG0H03860 KNAG0H03870
KNAG0I00100 KNAG0I00110
KNAG0I00110 KNAG0I00120
KNAG0I00120 KNAG0I00130
KNAG0J00110 KNAG0J00120
KNAG0J01130 KNAG0J01140
KNAG0J01140 KNAG0J01150
KNAG0J01330 KNAG0J01340
KNAG0J02980 KNAG0J02990
KNAG0J02990 KNAG0J03000
KNAG0K00100 KNAG0K00120
KNAG0K00120 KNAG0K00130
KNAG0K00770 KNAG0K00780
KNAG0K01020 KNAG0K01030
KNAG0K01030 KNAG0K01040
KNAG0K01635 KNAG0K01643
KNAG0K02680 KNAG0K02690
KNAG0L00670 KNAG0L00680
KNAG0L00680 KNAG0L00690
KNAG0L00920 KNAG0L00925
KNAG0L00925 KNAG0L00930
KNAG0L01700 KNAG0L01710
KNAG0L02450 KNAG0L02460
KNAG0L02460 KNAG0L02470
KNAG0L02470 KNAG0L02480
KNAG0M00100 KNAG0M00110
KNAG0M00110 KNAG0M00120
KNAG0M00120 KNAG0M00130
KNAG0M01510 KNAG0M01520
KNAG0M01520 KNAG0M01530
KNAG0M01670 KNAG0M01680
KNAG0M02650 KNAG0M02660
KNAG0M02660 KNAG0M02670
KNAG0M02670 KNAG0M02680
KNAG0M02680 KNAG0M02690
SAKL0A00132g SAKL0A00154g
SAKL0A02200g SAKL0A02222g
SAKL0A05654g SAKL0A05676g
SAKL0A05676g SAKL0A05698g
SAKL0A07480g SAKL0A07502g
SAKL0A08228g SAKL0A08250g
SAKL0A08624g SAKL0A08646g
SAKL0A10054g SAKL0A10076g
SAKL0A10076g SAKL0A10098g
SAKL0A10516g SAKL0A10538g
SAKL0A10538g SAKL0A10560g
SAKL0A10560g SAKL0A10582g
SAKL0A10582g SAKL0A10604g
SAKL0A10604g SAKL0A10626g
SAKL0A10626g SAKL0A10648g
SAKL0A10648g SAKL0A10670g
SAKL0B00110g SAKL0B00132g
SAKL0B00132g SAKL0B00154g
SAKL0B00154g SAKL0B00176g
SAKL0B00176g SAKL0B00198g
SAKL0B00198g SAKL0B00220g
SAKL0B00220g SAKL0B00242g
SAKL0B00242g SAKL0B00264g
SAKL0B00264g SAKL0B00286g
SAKL0B01386g SAKL0B01408g
SAKL0B01408g SAKL0B01430g
SAKL0B01430g SAKL0B01452g
SAKL0B01848g SAKL0B01870g
SAKL0B04048g SAKL0B04070g
SAKL0B04554g SAKL0B04576g
SAKL0B05918g SAKL0B05940g
SAKL0B08162g SAKL0B08184g
SAKL0B08184g SAKL0B08250g
SAKL0B10670g SAKL0B10714g
SAKL0B11583g1 SAKL0B11583g2
SAKL0B12540g SAKL0B12562g
SAKL0B12562g SAKL0B12584g
SAKL0B12584g SAKL0B12606g
SAKL0B12606g SAKL0B12628g
SAKL0B12628g SAKL0B12650g
SAKL0B12650g SAKL0B12672g
SAKL0B12672g SAKL0B12694g
SAKL0B12694g SAKL0B12716g
SAKL0B12716g SAKL0B12738g
SAKL0B12738g SAKL0B12760g
SAKL0B12760g SAKL0B12804g
SAKL0B12804g SAKL0B12826g
SAKL0C00110g SAKL0C00154g
SAKL0C00154g SAKL0C00176g
SAKL0C00176g SAKL0C00198g
SAKL0C00264g SAKL0C00308g
SAKL0C00308g SAKL0C00330g
SAKL0C00330g SAKL0C00352g
SAKL0C00352g SAKL0C00374g
SAKL0C00374g SAKL0C00396g
SAKL0C01562g SAKL0C01584g
SAKL0C02024g SAKL0C02046g
SAKL0C02046g SAKL0C02068g
SAKL0C02068g SAKL0C02090g
SAKL0C02090g SAKL0C02112g
SAKL0C02112g SAKL0C02134g
SAKL0C02134g SAKL0C02156g
SAKL0C02156g SAKL0C02178g
SAKL0C02508g SAKL0C02530g
SAKL0C02684g SAKL0C02706g
SAKL0C02970g SAKL0C02992g
SAKL0C03102g SAKL0C03124g
SAKL0C03872g SAKL0C03894g
SAKL0C03894g SAKL0C03916g
SAKL0C04136g SAKL0C04158g
SAKL0C05588g SAKL0C05632g
SAKL0C05632g SAKL0C05654g
SAKL0C06116g SAKL0C06138g
SAKL0C06138g SAKL0C06160g
SAKL0C06996g SAKL0C07018g
SAKL0C08228g SAKL0C08250g
SAKL0C08250g SAKL0C08272g
SAKL0C10604g SAKL0C10626g
SAKL0C10626g SAKL0C10648g
SAKL0C10648g SAKL0C10670g
SAKL0C10868g SAKL0C10890g
SAKL0C10890g SAKL0C10912g
SAKL0C10912g SAKL0C10934g
SAKL0C10934g SAKL0C10956g
SAKL0C10956g SAKL0C10978g
SAKL0C10978g SAKL0C11000g
SAKL0C11000g SAKL0C11022g
SAKL0C11066g SAKL0C11088g
SAKL0C11638g SAKL0C11660g
SAKL0C11913g1 SAKL0C11913g2
SAKL0C13882g SAKL0C13904g
SAKL0C13904g SAKL0C13926g
SAKL0C13926g SAKL0C13970g
SAKL0C13970g SAKL0C13992g
SAKL0C13992g SAKL0C14014g
SAKL0C14014g SAKL0C14058g
SAKL0C14058g SAKL0C14080g
SAKL0D00110g SAKL0D00132g
SAKL0D00132g SAKL0D00176g
SAKL0D00176g SAKL0D00198g
SAKL0D00198g SAKL0D00220g
SAKL0D00836g SAKL0D00858g
SAKL0D00858g SAKL0D00880g
SAKL0D08162g SAKL0D08217g1
SAKL0D09878g SAKL0D09922g
SAKL0D13750g SAKL0D13772g
SAKL0D13816g SAKL0D13838g
SAKL0D14938g SAKL0D14960g
SAKL0D15026g SAKL0D15070g
SAKL0D15070g SAKL0D15092g
SAKL0D15136g SAKL0D15158g
SAKL0D15158g SAKL0D15180g
SAKL0D15180g SAKL0D15202g
SAKL0D15202g SAKL0D15224g
SAKL0D15290g SAKL0D15312g
SAKL0D15312g SAKL0D15334g
SAKL0D15334g SAKL0D15400g
SAKL0D15400g SAKL0D15422g
SAKL0E00110g SAKL0E00132g
SAKL0E00132g SAKL0E00154g
SAKL0E00154g SAKL0E00176g
SAKL0E00176g SAKL0E00242g
SAKL0E00242g SAKL0E00264g
SAKL0E00264g SAKL0E00286g
SAKL0E00286g SAKL0E00396g
SAKL0E00396g SAKL0E00528g
SAKL0E00528g SAKL0E00616g
SAKL0E02618g SAKL0E02640g
SAKL0E02640g SAKL0E02662g
SAKL0E05236g SAKL0E05258g
SAKL0E05258g SAKL0E05280g
SAKL0E05324g SAKL0E05346g
SAKL0E14586g SAKL0E14608g
Sklu_YGOB_MFA2 SAKL0E14784g
SAKL0E15290g SAKL0E15312g
SAKL0E15312g SAKL0E15356g
SAKL0E15356g SAKL0E15378g
SAKL0E15378g SAKL0E15422g
SAKL0F00110g SAKL0F00132g
SAKL0F00132g SAKL0F00176g
SAKL0F00176g SAKL0F00198g
SAKL0F00198g SAKL0F00242g
SAKL0F00242g SAKL0F00286g
SAKL0F00286g SAKL0F00308g
SAKL0F00308g SAKL0F00330g
SAKL0F00330g SAKL0F00352g
SAKL0F00352g SAKL0F00374g
SAKL0F00418g SAKL0F00440g
SAKL0F04334g SAKL0F04356g
SAKL0F06809g1 SAKL0F06809g2
SAKL0F14740g SAKL0F14762g
SAKL0F14762g SAKL0F14784g
SAKL0F16302g SAKL0F16324g
SAKL0F16324g SAKL0F16346g
SAKL0F16346g SAKL0F16412g
SAKL0F16412g SAKL0F16434g
SAKL0F16478g SAKL0F16500g
SAKL0F16500g SAKL0F16522g
SAKL0F16522g SAKL0F16544g
SAKL0F16544g SAKL0F16566g
SAKL0F16566g SAKL0F16588g
SAKL0F16588g SAKL0F16610g
SAKL0F16610g SAKL0F16632g
SAKL0F16632g SAKL0F16654g
SAKL0F16654g SAKL0F16676g
SAKL0F16676g SAKL0F16698g
SAKL0F16698g SAKL0F16720g
SAKL0F16720g SAKL0F16742g
SAKL0F16742g SAKL0F16764g
SAKL0G00110g SAKL0G00132g
SAKL0G00132g SAKL0G00154g
SAKL0G00154g SAKL0G00176g
SAKL0G03300g SAKL0G03322g
SAKL0G08998g SAKL0G09064g
SAKL0G09350g SAKL0G09372g
SAKL0G17204g SAKL0G17226g
SAKL0G19822g SAKL0G19844g
SAKL0G19844g SAKL0G19866g
SAKL0G19866g SAKL0G19888g
SAKL0G19888g SAKL0G19910g
SAKL0H00132g SAKL0H00176g
SAKL0H00176g SAKL0H00286g
SAKL0H00286g SAKL0H00330g
SAKL0H00330g SAKL0H00374g
SAKL0H00660g SAKL0H00682g
SAKL0H20614g SAKL0H20636g
SAKL0H21340g SAKL0H21362g
KLTH0A00110g KLTH0A00220g
KLTH0A00220g KLTH0A00242g
KLTH0A00242g KLTH0A00264g
KLTH0A00264g KLTH0A00308g
KLTH0A00418g KLTH0A00440g
KLTH0A00440g KLTH0A00462g
KLTH0A00462g KLTH0A00484g
KLTH0A00484g KLTH0A00506g
KLTH0A00506g KLTH0A00528g
KLTH0A00528g KLTH0A00550g
KLTH0A00550g KLTH0A00572g
KLTH0A03476g KLTH0A03498g
KLTH0A07810g KLTH0A07832g
KLTH0A07832g KLTH0A07964g
KLTH0A07964g KLTH0A07986g
KLTH0A07986g KLTH0A08008g
KLTH0A08008g KLTH0A08052g
KLTH0B00110g KLTH0B00132g
KLTH0B00132g KLTH0B00154g
KLTH0B00220g KLTH0B00264g
KLTH0B00264g KLTH0B00286g
KLTH0B00286g KLTH0B00308g
KLTH0B00308g KLTH0B00330g
KLTH0B00330g KLTH0B00352g
KLTH0B00352g KLTH0B00374g
KLTH0B00374g KLTH0B00396g
KLTH0B00462g KLTH0B00484g
KLTH0B00484g KLTH0B00506g
